Gene,Sex,Control,Driver,Total grooming time,Rep
Control,female,GD,medium,11.3,1
Control,female,GD,medium,4.1,2
Control,female,GD,medium,86.6,3
Control,female,GD,medium,23.2,4
Control,female,GD,medium,16.1,5
Control,female,GD,medium,53,6
Control,female,GD,medium,16.6,7
Control,female,GD,medium,57.6,8
Control,female,GD,medium,18.3,9
Control,female,GD,medium,2.2,10
Control,female,GD,medium,4.5,11
Control,female,GD,medium,25.1,12
Control,female,GD,medium,50.5,13
Control,female,GD,medium,15.2,14
Control,female,GD,medium,40.1,15
Control,female,GD,medium,20.9,16
Control,female,GD,medium,18.9,17
Control,female,GD,medium,0,18
Control,female,GD,medium,0,19
Control,female,GD,medium,0,20
Control,male,GD,medium,29.3,1
Control,male,GD,medium,40,2
Control,male,GD,medium,17.3,3
Control,male,GD,medium,7.1,4
Control,male,GD,medium,5.6,5
Control,male,GD,medium,62.8,6
Control,male,GD,medium,30.1,7
Control,male,GD,medium,3.4,8
Control,male,GD,medium,4.2,9
Control,male,GD,medium,11.2,10
Control,male,GD,medium,2.1,11
Control,male,GD,medium,24.4,12
Control,male,GD,medium,12.4,13
Control,male,GD,medium,5.6,14
Control,male,GD,medium,32.7,15
Control,male,GD,medium,22.4,16
Control,male,GD,medium,26.8,17
Control,male,GD,medium,43.7,18
Control,male,GD,medium,5.7,19
Control,male,GD,medium,0,20
Control,male,KK,medium,16.7,1
Control,male,KK,medium,57.7,2
Control,male,KK,medium,8.5,3
Control,male,KK,medium,46.2,4
Control,female,KK,medium,16,5
Control,female,KK,medium,26.2,6
Control,female,KK,medium,47.1,7
Control,female,KK,medium,32.1,8
Control,female,KK,medium,18.5,9
Control,female,KK,medium,66.2,10
Control,female,KK,medium,56.5,11
Control,female,KK,medium,80.8,12
Control,female,KK,medium,17.9,13
Control,female,KK,medium,16.7,14
Control,female,KK,medium,8.4,15
Control,female,KK,medium,22.1,16
Control,female,KK,medium,54,17
Control,female,KK,medium,87.2,18
Control,female,KK,medium,39.2,19
Control,female,KK,medium,40.2,20
Control,male,KK,medium,36.7,1
Control,male,KK,medium,57.8,2
Control,male,KK,medium,25.7,3
Control,male,KK,medium,35.1,4
Control,male,KK,medium,28.9,5
Control,male,KK,medium,28.4,6
Control,male,KK,medium,26.4,7
Control,male,KK,medium,15.2,8
Control,male,KK,medium,26,9
Control,male,KK,medium,53.8,10
Control,male,KK,medium,36.4,11
Control,male,KK,medium,21.9,12
Control,male,KK,medium,46,13
Control,male,KK,medium,36.9,14
Control,male,KK,medium,21.6,15
Control,male,KK,medium,17.8,16
Control,male,KK,medium,30.1,17
Control,male,KK,medium,64.9,18
Control,male,KK,medium,48.9,19
Control,male,KK,medium,26.1,20
pxn,male,KK,medium,18.6,1
pxn,female,KK,medium,77.7,2
pxn,female,KK,medium,65.7,3
pxn,female,KK,medium,9.5,4
pxn,female,KK,medium,20.7,5
pxn,female,KK,medium,22.5,6
pxn,female,KK,medium,53,7
pxn,female,KK,medium,22.6,8
pxn,female,KK,medium,52.1,9
pxn,female,KK,medium,62.2,10
pxn,female,KK,medium,80.6,11
pxn,female,KK,medium,67.7,12
pxn,female,KK,medium,76.7,13
pxn,female,KK,medium,42.9,14
pxn,female,KK,medium,5.5,15
pxn,female,KK,medium,30,16
pxn,male,KK,medium,142.6,1
pxn,male,KK,medium,152.7,2
pxn,male,KK,medium,12.5,3
pxn,male,KK,medium,39.9,4
pxn,male,KK,medium,24.6,5
pxn,male,KK,medium,3,6
pxn,male,KK,medium,7.3,7
pxn,male,KK,medium,5.2,8
pxn,male,KK,medium,29.8,9
pxn,male,KK,medium,37.5,10
pxn,male,KK,medium,29.6,11
pxn,male,KK,medium,77.2,12
pxn,male,KK,medium,3.9,13
pxn,male,KK,medium,62.7,14
pxn,male,KK,medium,56.7,15
pxn,male,KK,medium,46.9,16
pxn,male,KK,medium,26.4,17
pxn,male,KK,medium,0,18
pxn,male,KK,medium,0,19
pxn,male,KK,medium,0,20
PGRP-LA,female,KK,medium,111.4,1
PGRP-LA,female,KK,medium,28.7,2
PGRP-LA,female,KK,medium,104.4,3
PGRP-LA,female,KK,medium,64.5,4
PGRP-LA,female,KK,medium,89.8,5
PGRP-LA,female,KK,medium,149.1,6
PGRP-LA,female,KK,medium,42.5,7
PGRP-LA,female,KK,medium,61.3,8
PGRP-LA,female,KK,medium,50.1,9
PGRP-LA,female,KK,medium,23,10
PGRP-LA,female,KK,medium,23.7,11
PGRP-LA,female,KK,medium,40.9,12
PGRP-LA,female,KK,medium,69.8,13
PGRP-LA,female,KK,medium,0,14
PGRP-LA,female,KK,medium,0,15
PGRP-LA,female,KK,medium,0,16
PGRP-LA,female,KK,medium,0,17
PGRP-LA,female,KK,medium,0,18
PGRP-LA,female,KK,medium,0,19
PGRP-LA,female,KK,medium,0,20
PGRP-LA,male,KK,medium,21.3,1
PGRP-LA,male,KK,medium,57.2,2
PGRP-LA,male,KK,medium,41.1,3
PGRP-LA,male,KK,medium,51.5,4
PGRP-LA,male,KK,medium,71.6,5
PGRP-LA,male,KK,medium,5.8,6
PGRP-LA,male,KK,medium,43.8,7
PGRP-LA,male,KK,medium,57.1,8
PGRP-LA,male,KK,medium,27.6,9
PGRP-LA,male,KK,medium,17.4,10
PGRP-LA,male,KK,medium,34.3,11
PGRP-LA,male,KK,medium,40.8,12
PGRP-LA,male,KK,medium,50.3,13
PGRP-LA,male,KK,medium,49.1,14
PGRP-LA,male,KK,medium,33,15
PGRP-LA,male,KK,medium,105.6,16
PGRP-LA,male,KK,medium,33.8,17
PGRP-LA,male,KK,medium,18.3,18
PGRP-LA,male,KK,medium,44.3,19
PGRP-LA,male,KK,medium,50.4,20
sty,female,GD,medium,114.7,1
sty,female,GD,medium,115.9,2
sty,female,GD,medium,5.3,3
sty,female,GD,medium,36.5,4
sty,female,GD,medium,4.7,5
sty,female,GD,medium,83.7,6
sty,female,GD,medium,19.7,7
sty,female,GD,medium,1,8
sty,female,GD,medium,23.1,9
sty,female,GD,medium,30.4,10
sty,female,GD,medium,101.6,11
sty,female,GD,medium,25.2,12
sty,female,GD,medium,63.9,13
sty,female,GD,medium,22.9,14
sty,female,GD,medium,21.4,15
sty,female,GD,medium,112.4,16
sty,female,GD,medium,43.2,17
sty,female,GD,medium,94,18
sty,female,GD,medium,76.6,19
sty,female,GD,medium,37.7,20
sty,male,GD,medium,50.9,1
sty,male,GD,medium,55.2,2
sty,male,GD,medium,73.3,3
sty,male,GD,medium,48.1,4
sty,male,GD,medium,86.5,5
sty,male,GD,medium,1,6
sty,male,GD,medium,16.1,7
sty,male,GD,medium,38.4,8
sty,male,GD,medium,11.9,9
sty,male,GD,medium,82.4,10
sty,male,GD,medium,9.1,11
sty,male,GD,medium,16.9,12
sty,male,GD,medium,42.4,13
sty,male,GD,medium,12.8,14
sty,male,GD,medium,39.3,15
sty,male,GD,medium,45,16
sty,male,GD,medium,87.9,17
sty,male,GD,medium,39.2,18
sty,male,GD,medium,45.9,19
sty,male,GD,medium,0,20
osp,female,KK,medium,92.7,1
osp,female,KK,medium,42.9,2
osp,female,KK,medium,105.3,3
osp,female,KK,medium,27.9,4
osp,female,KK,medium,116,5
osp,female,KK,medium,64.5,6
osp,female,KK,medium,76.3,7
osp,female,KK,medium,81.1,8
osp,female,KK,medium,75.8,9
osp,female,KK,medium,68.3,10
osp,female,KK,medium,40.2,11
osp,female,KK,medium,101.9,12
osp,female,KK,medium,99.9,13
osp,female,KK,medium,80.5,14
osp,female,KK,medium,63.7,15
osp,female,KK,medium,70.7,16
osp,female,KK,medium,29.4,17
osp,female,KK,medium,62.7,18
osp,female,KK,medium,55.7,19
osp,female,KK,medium,52.6,20
osp,male,KK,medium,98.4,1
osp,male,KK,medium,49.5,2
osp,male,KK,medium,18.1,3
osp,male,KK,medium,73.6,4
osp,male,KK,medium,142.3,5
osp,male,KK,medium,62,6
osp,male,KK,medium,48,7
osp,male,KK,medium,19.8,8
osp,male,KK,medium,54.9,9
osp,male,KK,medium,34.2,10
osp,male,KK,medium,62.9,11
osp,male,KK,medium,44.9,12
osp,male,KK,medium,71.4,13
osp,male,KK,medium,50.3,14
osp,male,KK,medium,13.2,15
osp,male,KK,medium,59.4,16
osp,male,KK,medium,55.4,17
osp,male,KK,medium,40.8,18
osp,male,KK,medium,30,19
osp,male,KK,medium,39.5,20
Smg5,female,KK,medium,115.1,1
Smg5,female,KK,medium,55.2,2
Smg5,female,KK,medium,44.2,3
Smg5,female,KK,medium,39.5,4
Smg5,female,KK,medium,25.6,5
Smg5,female,KK,medium,34,6
Smg5,female,KK,medium,36.9,7
Smg5,female,KK,medium,24.8,8
Smg5,female,KK,medium,36.9,9
Smg5,female,KK,medium,14.9,10
Smg5,female,KK,medium,94.2,11
Smg5,female,KK,medium,26.1,12
Smg5,female,KK,medium,41.8,13
Smg5,female,KK,medium,53.6,14
Smg5,female,KK,medium,30.5,15
Smg5,female,KK,medium,52.2,16
Smg5,female,KK,medium,68,17
Smg5,female,KK,medium,50.8,18
Smg5,female,KK,medium,0,19
Smg5,female,KK,medium,0,20
Smg5,male,KK,medium,20.1,1
Smg5,male,KK,medium,21.1,2
Smg5,male,KK,medium,96.6,3
Smg5,male,KK,medium,14.9,4
Smg5,male,KK,medium,4.4,5
Smg5,male,KK,medium,41.6,6
Smg5,male,KK,medium,3.1,7
Smg5,male,KK,medium,36.9,8
Smg5,male,KK,medium,8,9
Smg5,male,KK,medium,63.2,10
Smg5,male,KK,medium,21.5,11
Smg5,male,KK,medium,42.9,12
Smg5,male,KK,medium,44.7,13
Smg5,male,KK,medium,37.1,14
Smg5,male,KK,medium,25,15
Smg5,male,KK,medium,40.9,16
Smg5,male,KK,medium,0,17
Smg5,male,KK,medium,0,18
Smg5,male,KK,medium,0,19
Smg5,male,KK,medium,0,20
Lrch,female,KK,medium,38.6,1
Lrch,female,KK,medium,25.9,2
Lrch,female,KK,medium,37.7,3
Lrch,female,KK,medium,21.8,4
Lrch,female,KK,medium,138.2,5
Lrch,female,KK,medium,55.3,6
Lrch,female,KK,medium,100.3,7
Lrch,female,KK,medium,37.7,8
Lrch,female,KK,medium,96.1,9
Lrch,female,KK,medium,29.3,10
Lrch,female,KK,medium,43.3,11
Lrch,female,KK,medium,40.7,12
Lrch,female,KK,medium,43.3,13
Lrch,female,KK,medium,142.7,14
Lrch,female,KK,medium,31.4,15
Lrch,female,KK,medium,122.5,16
Lrch,female,KK,medium,15.3,17
Lrch,female,KK,medium,20.6,18
Lrch,female,KK,medium,20.8,19
Lrch,female,KK,medium,22.1,20
Lrch,male,KK,medium,54.3,1
Lrch,male,KK,medium,88.8,2
Lrch,male,KK,medium,64.8,3
Lrch,male,KK,medium,11.1,4
Lrch,male,KK,medium,31.7,5
Lrch,male,KK,medium,21,6
Lrch,male,KK,medium,89.6,7
Lrch,male,KK,medium,55.4,8
Lrch,male,KK,medium,31.5,9
Lrch,male,KK,medium,42.3,10
Lrch,male,KK,medium,24.2,11
Lrch,male,KK,medium,50.6,12
Lrch,male,KK,medium,21.2,13
Lrch,male,KK,medium,64.7,14
Lrch,male,KK,medium,6.5,15
Lrch,male,KK,medium,22.1,16
Lrch,male,KK,medium,30.3,17
Lrch,male,KK,medium,36.9,18
Lrch,male,KK,medium,39.8,19
Lrch,male,KK,medium,55,20
Trf2,female,GD,medium,42.8,1
Trf2,female,GD,medium,64.6,2
Trf2,female,GD,medium,22.5,3
Trf2,female,GD,medium,54.5,4
Trf2,female,GD,medium,69.5,5
Trf2,female,GD,medium,45.9,6
Trf2,female,GD,medium,27.5,7
Trf2,female,GD,medium,3.3,8
Trf2,female,GD,medium,24.4,9
Trf2,female,GD,medium,4.1,10
Trf2,female,GD,medium,19.6,11
Trf2,female,GD,medium,42.7,12
Trf2,female,GD,medium,50.9,13
Trf2,female,GD,medium,27.7,14
Trf2,female,GD,medium,0,15
Trf2,female,GD,medium,0,16
Trf2,female,GD,medium,0,17
Trf2,female,GD,medium,0,18
Trf2,female,GD,medium,0,19
Trf2,female,GD,medium,0,20
Trf2,male,GD,medium,28.2,1
Trf2,male,GD,medium,20.2,2
Trf2,male,GD,medium,34.6,3
Trf2,male,GD,medium,49.1,4
Trf2,male,GD,medium,53.5,5
Trf2,male,GD,medium,11.6,6
Trf2,male,GD,medium,120.5,7
Trf2,male,GD,medium,85.2,8
Trf2,male,GD,medium,26,9
Trf2,male,GD,medium,25.1,10
Trf2,male,GD,medium,13.7,11
Trf2,male,GD,medium,24.4,12
Trf2,male,GD,medium,32,13
Trf2,male,GD,medium,42,14
Trf2,male,GD,medium,47.4,15
Trf2,male,GD,medium,10.1,16
Trf2,male,GD,medium,27.5,17
Trf2,male,GD,medium,102.2,18
Trf2,male,GD,medium,0,19
Trf2,male,GD,medium,0,20
CCKLR-17D3,female,KK,medium,12.6,1
CCKLR-17D3,female,KK,medium,27.8,2
CCKLR-17D3,female,KK,medium,14.8,3
CCKLR-17D3,female,KK,medium,28.7,4
CCKLR-17D3,female,KK,medium,47.8,5
CCKLR-17D3,female,KK,medium,34.7,6
CCKLR-17D3,female,KK,medium,30.4,7
CCKLR-17D3,female,KK,medium,34.1,8
CCKLR-17D3,female,KK,medium,32,9
CCKLR-17D3,female,KK,medium,37.7,10
CCKLR-17D3,female,KK,medium,33.2,11
CCKLR-17D3,female,KK,medium,39.1,12
CCKLR-17D3,female,KK,medium,63.9,13
CCKLR-17D3,female,KK,medium,45.1,14
CCKLR-17D3,female,KK,medium,40.2,15
CCKLR-17D3,female,KK,medium,18.3,16
CCKLR-17D3,female,KK,medium,39.3,17
CCKLR-17D3,female,KK,medium,50.7,18
CCKLR-17D3,female,KK,medium,24.6,19
CCKLR-17D3,female,KK,medium,30.6,20
CCKLR-17D3,male,KK,medium,25.7,1
CCKLR-17D3,male,KK,medium,22,2
CCKLR-17D3,male,KK,medium,22.3,3
CCKLR-17D3,male,KK,medium,16.2,4
CCKLR-17D3,male,KK,medium,32.2,5
CCKLR-17D3,male,KK,medium,20.7,6
CCKLR-17D3,male,KK,medium,30.9,7
CCKLR-17D3,male,KK,medium,10.9,8
CCKLR-17D3,male,KK,medium,33.8,9
CCKLR-17D3,male,KK,medium,28.5,10
CCKLR-17D3,male,KK,medium,23.9,11
CCKLR-17D3,male,KK,medium,21.6,12
CCKLR-17D3,male,KK,medium,62.4,13
CCKLR-17D3,male,KK,medium,5.4,14
CCKLR-17D3,male,KK,medium,35.7,15
CCKLR-17D3,male,KK,medium,17.4,16
CCKLR-17D3,male,KK,medium,39.3,17
CCKLR-17D3,male,KK,medium,35.1,18
CCKLR-17D3,male,KK,medium,12.2,19
CCKLR-17D3,male,KK,medium,0,20
PsGEF,female,KK,medium,59.2,1
PsGEF,female,KK,medium,36.7,2
PsGEF,female,KK,medium,36.8,3
PsGEF,female,KK,medium,49,4
PsGEF,female,KK,medium,65,5
PsGEF,female,KK,medium,9,6
PsGEF,female,KK,medium,12.5,7
PsGEF,female,KK,medium,36.7,8
PsGEF,female,KK,medium,3.1,9
PsGEF,female,KK,medium,77.3,10
PsGEF,female,KK,medium,15.1,11
PsGEF,female,KK,medium,11.2,12
PsGEF,female,KK,medium,4.5,13
PsGEF,female,KK,medium,19,14
PsGEF,female,KK,medium,77.5,15
PsGEF,female,KK,medium,61.5,16
PsGEF,female,KK,medium,19.9,17
PsGEF,female,KK,medium,23.3,18
PsGEF,female,KK,medium,29.3,19
PsGEF,female,KK,medium,52.9,20
PsGEF,male,KK,medium,12.7,1
PsGEF,male,KK,medium,8,2
PsGEF,male,KK,medium,12.5,3
PsGEF,male,KK,medium,85.8,4
PsGEF,male,KK,medium,40.8,5
PsGEF,male,KK,medium,63.2,6
PsGEF,male,KK,medium,38.8,7
PsGEF,male,KK,medium,32.3,8
PsGEF,male,KK,medium,18.1,9
PsGEF,male,KK,medium,30.3,10
PsGEF,male,KK,medium,7.3,11
PsGEF,male,KK,medium,10,12
PsGEF,male,KK,medium,34,13
PsGEF,male,KK,medium,9.4,14
PsGEF,male,KK,medium,43.6,15
PsGEF,male,KK,medium,10.6,16
PsGEF,male,KK,medium,4.5,17
PsGEF,male,KK,medium,0,18
PsGEF,male,KK,medium,0,19
PsGEF,male,KK,medium,0,20
SdhA,female,KK,medium,28.9,1
SdhA,female,KK,medium,28.3,2
SdhA,female,KK,medium,50,3
SdhA,female,KK,medium,60.5,4
SdhA,female,KK,medium,36.1,5
SdhA,female,KK,medium,58.5,6
SdhA,female,KK,medium,9.9,7
SdhA,female,KK,medium,7.8,8
SdhA,female,KK,medium,51.1,9
SdhA,female,KK,medium,50.6,10
SdhA,female,KK,medium,13.7,11
SdhA,female,KK,medium,80.9,12
SdhA,female,KK,medium,32.9,13
SdhA,female,KK,medium,44.1,14
SdhA,female,KK,medium,28.9,15
SdhA,female,KK,medium,41.6,16
SdhA,female,KK,medium,16.5,17
SdhA,female,KK,medium,18.4,18
SdhA,female,KK,medium,0,19
SdhA,female,KK,medium,0,20
SdhA,male,KK,medium,20.4,1
SdhA,male,KK,medium,3.5,2
SdhA,male,KK,medium,19.9,3
SdhA,male,KK,medium,153.3,4
SdhA,male,KK,medium,60.5,5
SdhA,male,KK,medium,69.4,6
SdhA,male,KK,medium,34.3,7
SdhA,male,KK,medium,93.7,8
SdhA,male,KK,medium,38.1,9
SdhA,male,KK,medium,43.3,10
SdhA,male,KK,medium,11,11
SdhA,male,KK,medium,79.3,12
SdhA,male,KK,medium,60.1,13
SdhA,male,KK,medium,23.7,14
SdhA,male,KK,medium,14.4,15
SdhA,male,KK,medium,55,16
SdhA,male,KK,medium,15.1,17
SdhA,male,KK,medium,0,18
SdhA,male,KK,medium,0,19
SdhA,male,KK,medium,0,20
CG13229,female,KK,medium,2.1,1
CG13229,female,KK,medium,4.5,2
CG13229,female,KK,medium,4.4,3
CG13229,female,KK,medium,5.2,4
CG13229,female,KK,medium,15.9,5
CG13229,female,KK,medium,5.9,6
CG13229,female,KK,medium,1.1,7
CG13229,female,KK,medium,13,8
CG13229,female,KK,medium,25.2,9
CG13229,female,KK,medium,23,10
CG13229,female,KK,medium,19.7,11
CG13229,female,KK,medium,55.8,12
CG13229,female,KK,medium,0,13
CG13229,female,KK,medium,0,14
CG13229,female,KK,medium,0,15
CG13229,female,KK,medium,0,16
CG13229,female,KK,medium,0,17
CG13229,female,KK,medium,0,18
CG13229,female,KK,medium,0,19
CG13229,female,KK,medium,0,20
CG13229,male,KK,medium,19.3,1
CG13229,male,KK,medium,4.4,2
CG13229,male,KK,medium,3.6,3
CG13229,male,KK,medium,11.7,4
CG13229,male,KK,medium,5.2,5
CG13229,male,KK,medium,7.7,6
CG13229,male,KK,medium,9,7
CG13229,male,KK,medium,30.3,8
CG13229,male,KK,medium,49.2,9
CG13229,male,KK,medium,23.7,10
CG13229,male,KK,medium,47.2,11
CG13229,male,KK,medium,98.3,12
CG13229,male,KK,medium,0,13
CG13229,male,KK,medium,0,14
CG13229,male,KK,medium,0,15
CG13229,male,KK,medium,0,16
CG13229,male,KK,medium,0,17
CG13229,male,KK,medium,0,18
CG13229,male,KK,medium,0,19
CG13229,male,KK,medium,0,20
Eaat1/ CG3747,female,KK,medium,2.4,1
Eaat1/ CG3747,female,KK,medium,19.9,2
Eaat1/ CG3747,female,KK,medium,72.1,3
Eaat1/ CG3747,female,KK,medium,21.9,4
Eaat1/ CG3747,female,KK,medium,36.2,5
Eaat1/ CG3747,female,KK,medium,24.4,6
Eaat1/ CG3747,female,KK,medium,103.8,7
Eaat1/ CG3747,female,KK,medium,84.5,8
Eaat1/ CG3747,female,KK,medium,79.2,9
Eaat1/ CG3747,female,KK,medium,5.1,10
Eaat1/ CG3747,female,KK,medium,48.9,11
Eaat1/ CG3747,female,KK,medium,69.8,12
Eaat1/ CG3747,female,KK,medium,81,13
Eaat1/ CG3747,female,KK,medium,2.4,14
Eaat1/ CG3747,female,KK,medium,0,15
Eaat1/ CG3747,female,KK,medium,0,16
Eaat1/ CG3747,female,KK,medium,0,17
Eaat1/ CG3747,female,KK,medium,0,18
Eaat1/ CG3747,female,KK,medium,0,19
Eaat1/ CG3747,female,KK,medium,0,20
Eaat1/ CG3747,male,KK,medium,26.3,1
Eaat1/ CG3747,male,KK,medium,3.9,2
Eaat1/ CG3747,male,KK,medium,74.7,3
Eaat1/ CG3747,male,KK,medium,12.2,4
Eaat1/ CG3747,male,KK,medium,54.2,5
Eaat1/ CG3747,male,KK,medium,18.6,6
Eaat1/ CG3747,male,KK,medium,86.7,7
Eaat1/ CG3747,male,KK,medium,46.2,8
Eaat1/ CG3747,male,KK,medium,22.1,9
Eaat1/ CG3747,male,KK,medium,19.4,10
Eaat1/ CG3747,male,KK,medium,19.7,11
Eaat1/ CG3747,male,KK,medium,46.1,12
Eaat1/ CG3747,male,KK,medium,23.6,13
Eaat1/ CG3747,male,KK,medium,1.8,14
Eaat1/ CG3747,male,KK,medium,58.8,15
Eaat1/ CG3747,male,KK,medium,15.3,16
Eaat1/ CG3747,male,KK,medium,5.9,17
Eaat1/ CG3747,male,KK,medium,0,18
Eaat1/ CG3747,male,KK,medium,0,19
Eaat1/ CG3747,male,KK,medium,0,20
Cht6,female,KK,medium,43,1
Cht6,female,KK,medium,24.1,2
Cht6,female,KK,medium,11.8,3
Cht6,female,KK,medium,41.4,4
Cht6,female,KK,medium,51.8,5
Cht6,female,KK,medium,12.7,6
Cht6,female,KK,medium,35.3,7
Cht6,female,KK,medium,61.2,8
Cht6,female,KK,medium,20.1,9
Cht6,female,KK,medium,28.6,10
Cht6,female,KK,medium,43,11
Cht6,female,KK,medium,23.1,12
Cht6,female,KK,medium,36.5,13
Cht6,female,KK,medium,41.5,14
Cht6,female,KK,medium,28,15
Cht6,female,KK,medium,26.1,16
Cht6,female,KK,medium,34.9,17
Cht6,female,KK,medium,42.6,18
Cht6,female,KK,medium,56.5,19
Cht6,female,KK,medium,68.7,20
Cht6,male,KK,medium,29.6,1
Cht6,male,KK,medium,27.8,2
Cht6,male,KK,medium,31,3
Cht6,male,KK,medium,28.1,4
Cht6,male,KK,medium,48.6,5
Cht6,male,KK,medium,44.6,6
Cht6,male,KK,medium,79.2,7
Cht6,male,KK,medium,88.1,8
Cht6,male,KK,medium,102.4,9
Cht6,male,KK,medium,14.3,10
Cht6,male,KK,medium,60.1,11
Cht6,male,KK,medium,39.5,12
Cht6,male,KK,medium,45.8,13
Cht6,male,KK,medium,34.6,14
Cht6,male,KK,medium,8.6,15
Cht6,male,KK,medium,80.5,16
Cht6,male,KK,medium,49,17
Cht6,male,KK,medium,0,18
Cht6,male,KK,medium,0,19
Cht6,male,KK,medium,0,20
GEFmeso,female,GD,medium,24,1
GEFmeso,female,GD,medium,41.2,2
GEFmeso,female,GD,medium,42.3,3
GEFmeso,female,GD,medium,43.9,4
GEFmeso,female,GD,medium,41.6,5
GEFmeso,female,GD,medium,102.8,6
GEFmeso,female,GD,medium,46.2,7
GEFmeso,female,GD,medium,56.3,8
GEFmeso,female,GD,medium,15.8,9
GEFmeso,female,GD,medium,57.1,10
GEFmeso,female,GD,medium,56.4,11
GEFmeso,female,GD,medium,54.9,12
GEFmeso,female,GD,medium,52.9,13
GEFmeso,female,GD,medium,28.6,14
GEFmeso,female,GD,medium,33.7,15
GEFmeso,female,GD,medium,41,16
GEFmeso,female,GD,medium,29,17
GEFmeso,female,GD,medium,67,18
GEFmeso,female,GD,medium,57.1,19
GEFmeso,female,GD,medium,13.8,20
GEFmeso,male,GD,medium,32.5,1
GEFmeso,male,GD,medium,9.3,2
GEFmeso,male,GD,medium,65.6,3
GEFmeso,male,GD,medium,61.2,4
GEFmeso,male,GD,medium,47.1,5
GEFmeso,male,GD,medium,32,6
GEFmeso,male,GD,medium,36.6,7
GEFmeso,male,GD,medium,5.9,8
GEFmeso,male,GD,medium,8.4,9
GEFmeso,male,GD,medium,24.6,10
GEFmeso,male,GD,medium,71.6,11
GEFmeso,male,GD,medium,17.1,12
GEFmeso,male,GD,medium,38.5,13
GEFmeso,male,GD,medium,79.6,14
GEFmeso,male,GD,medium,20.8,15
GEFmeso,male,GD,medium,10.3,16
GEFmeso,male,GD,medium,25.2,17
GEFmeso,male,GD,medium,58.1,18
GEFmeso,male,GD,medium,0,19
GEFmeso,male,GD,medium,0,20
CG31221,female,KK,medium,58.7,1
CG31221,female,KK,medium,62.4,2
CG31221,female,KK,medium,55.9,3
CG31221,female,KK,medium,43.8,4
CG31221,female,KK,medium,53.4,5
CG31221,female,KK,medium,53.2,6
CG31221,female,KK,medium,51.8,7
CG31221,female,KK,medium,45.5,8
CG31221,female,KK,medium,41.8,9
CG31221,female,KK,medium,20.2,10
CG31221,female,KK,medium,32.4,11
CG31221,female,KK,medium,37.8,12
CG31221,female,KK,medium,35.9,13
CG31221,female,KK,medium,22.2,14
CG31221,female,KK,medium,48,15
CG31221,female,KK,medium,80,16
CG31221,female,KK,medium,38.8,17
CG31221,female,KK,medium,25.6,18
CG31221,female,KK,medium,82.5,19
CG31221,female,KK,medium,0,20
CG31221,male,KK,medium,69.4,1
CG31221,male,KK,medium,84.7,2
CG31221,male,KK,medium,54.7,3
CG31221,male,KK,medium,63.9,4
CG31221,male,KK,medium,56.2,5
CG31221,male,KK,medium,41.8,6
CG31221,male,KK,medium,59.3,7
CG31221,male,KK,medium,9.9,8
CG31221,male,KK,medium,38.5,9
CG31221,male,KK,medium,81.4,10
CG31221,male,KK,medium,52.2,11
CG31221,male,KK,medium,24.8,12
CG31221,male,KK,medium,43.3,13
CG31221,male,KK,medium,57.1,14
CG31221,male,KK,medium,27.5,15
CG31221,male,KK,medium,41.3,16
CG31221,male,KK,medium,25.7,17
CG31221,male,KK,medium,4.3,18
CG31221,male,KK,medium,27.9,19
CG31221,male,KK,medium,0,20
CG6767,female,KK,medium,76.5,1
CG6767,female,KK,medium,13,2
CG6767,female,KK,medium,107.9,3
CG6767,female,KK,medium,18.4,4
CG6767,female,KK,medium,26.9,5
CG6767,female,KK,medium,24.7,6
CG6767,female,KK,medium,9.8,7
CG6767,female,KK,medium,5.8,8
CG6767,female,KK,medium,33.9,9
CG6767,female,KK,medium,5.5,10
CG6767,female,KK,medium,12.4,11
CG6767,female,KK,medium,75.5,12
CG6767,female,KK,medium,31.4,13
CG6767,female,KK,medium,0,14
CG6767,female,KK,medium,0,15
CG6767,female,KK,medium,0,16
CG6767,female,KK,medium,0,17
CG6767,female,KK,medium,0,18
CG6767,female,KK,medium,0,19
CG6767,female,KK,medium,0,20
CG6767,male,KK,medium,3.3,1
CG6767,male,KK,medium,13.2,2
CG6767,male,KK,medium,14.3,3
CG6767,male,KK,medium,90.4,4
CG6767,male,KK,medium,16.8,5
CG6767,male,KK,medium,64.7,6
CG6767,male,KK,medium,21.2,7
CG6767,male,KK,medium,56.1,8
CG6767,male,KK,medium,27,9
CG6767,male,KK,medium,103.3,10
CG6767,male,KK,medium,9.6,11
CG6767,male,KK,medium,13.2,12
CG6767,male,KK,medium,59,13
CG6767,male,KK,medium,41.4,14
CG6767,male,KK,medium,60.5,15
CG6767,male,KK,medium,49.2,16
CG6767,male,KK,medium,7.5,17
CG6767,male,KK,medium,29.1,18
CG6767,male,KK,medium,0,19
CG6767,male,KK,medium,0,20
for,female,KK,medium,60.6,1
for,female,KK,medium,53.6,2
for,female,KK,medium,64.3,3
for,female,KK,medium,35.2,4
for,female,KK,medium,43.2,5
for,female,KK,medium,60.4,6
for,female,KK,medium,22.7,7
for,female,KK,medium,39.3,8
for,female,KK,medium,61.9,9
for,female,KK,medium,67.2,10
for,female,KK,medium,20.8,11
for,female,KK,medium,47.7,12
for,female,KK,medium,55.5,13
for,female,KK,medium,53.1,14
for,female,KK,medium,55.8,15
for,female,KK,medium,46.3,16
for,female,KK,medium,30,17
